Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20201230,S92000003,Total,"",Dose 1,7721,"",113083,"",All vaccinations
20201230,S92000003,Total,4439078,Dose 1,7719,0.173887460414077,113028,2.54620441452031,18 years and over
20201230,S92000003,Total,2875396,Dose 1,5859,0.203763238176585,80958,2.81554262438982,40 years and over
20201230,S92000003,Total,4549217,Dose 1,7721,0.169721514713411,113081,2.48572446643016,16 years and over
20201230,S92000003,Total,"",Dose 2,23,"",31,"",All vaccinations
20201230,S92000003,Total,4439078,Dose 2,23,0.000518125610768723,31,0.000698343214514365,18 years and over
20201230,S92000003,Total,2875396,Dose 2,21,0.00073033418701285,24,0.0008346676423004,40 years and over
20201230,S92000003,Total,4549217,Dose 2,23,0.000505581509960945,31,0.00068143594820823,16 years and over
20201231,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,9,"",340,"",All vaccinations
20201231,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201231,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201231,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201231,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,4216,"",116968,"",All vaccinations
20201231,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,11,"",42,"",All vaccinations
20201231,S92000003,Total,"",Dose 1,4225,"",117308,"",All vaccinations
20201231,S92000003,Total,4439078,Dose 1,4220,0.0950647859758265,117248,2.64126920049614,18 years and over
20201231,S92000003,Total,2875396,Dose 1,3251,0.113062687713275,84209,2.9286053121031,40 years and over
20201231,S92000003,Total,4549217,Dose 1,4225,0.0928731251993475,117306,2.5785975916295,16 years and over
20201231,S92000003,Total,"",Dose 2,11,"",42,"",All vaccinations
20201231,S92000003,Total,4439078,Dose 2,11,0.000247799205150259,42,0.000946142419664624,18 years and over
20201231,S92000003,Total,2875396,Dose 2,11,0.000382556002721017,35,0.00121722364502142,40 years and over
20201231,S92000003,Total,4549217,Dose 2,11,0.000241799852590017,42,0.000923235800798247,16 years and over
20210101,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,14,"",354,"",All vaccinations
20210101,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20210101,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210101,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210101,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,29,"",116997,"",All vaccinations
20210101,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",42,"",All vaccinations
20210101,S92000003,Total,"",Dose 1,43,"",117351,"",All vaccinations
20210101,S92000003,Total,4439078,Dose 1,43,0.000968669620132829,117291,2.64223787011627,18 years and over
20210101,S92000003,Total,2875396,Dose 1,26,0.000904223279158766,84235,2.92950953538226,40 years and over
20210101,S92000003,Total,4549217,Dose 1,43,0.000945217605579158,117349,2.57954280923508,16 years and over
20210101,S92000003,Total,"",Dose 2,0,"",42,"",All vaccinations
20210101,S92000003,Total,4439078,Dose 2,0,0,42,0.000946142419664624,18 years and over
20210101,S92000003,Total,2875396,Dose 2,0,0,35,0.00121722364502142,40 years and over
20210101,S92000003,Total,4549217,Dose 2,0,0,42,0.000923235800798247,16 years and over
20210102,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,7,"",361,"",All vaccinations
20210102,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20210102,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210102,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210102,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5,"",117002,"",All vaccinations
20210102,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,10,"",52,"",All vaccinations
20210102,S92000003,Total,"",Dose 1,12,"",117363,"",All vaccinations
20210102,S92000003,Total,4439078,Dose 1,12,0.000270326405618464,117303,2.64250819652189,18 years and over
20210102,S92000003,Total,2875396,Dose 1,9,0.00031300036586265,84244,2.92982253574812,40 years and over
20210102,S92000003,Total,4549217,Dose 1,12,0.000263781657370928,117361,2.57980659089245,16 years and over
20210102,S92000003,Total,"",Dose 2,10,"",52,"",All vaccinations
20210102,S92000003,Total,4439078,Dose 2,10,0.000225272004682053,52,0.00117141442434668,18 years and over
20210102,S92000003,Total,2875396,Dose 2,9,0.00031300036586265,44,0.00153022401088407,40 years and over
20210102,S92000003,Total,4549217,Dose 2,10,0.000219818047809107,52,0.00114305384860735,16 years and over
20210103,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,4,"",365,"",All vaccinations
20210103,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20210103,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210103,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210103,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,346,"",117348,"",All vaccinations
20210103,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",53,"",All vaccinations
20210103,S92000003,Total,"",Dose 1,350,"",117713,"",All vaccinations
20210103,S92000003,Total,4439078,Dose 1,350,0.00788452016387187,117653,2.65039271668576,18 years and over
20210103,S92000003,Total,2875396,Dose 1,319,0.0110941240789095,84563,2.94091665982703,40 years and over
20210103,S92000003,Total,4549217,Dose 1,350,0.00769363167331873,117711,2.58750022256577,16 years and over
20210103,S92000003,Total,"",Dose 2,1,"",53,"",All vaccinations
20210103,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,53,0.00119394162481488,18 years and over
20210103,S92000003,Total,2875396,Dose 2,0,0,44,0.00153022401088407,40 years and over
20210103,S92000003,Total,4549217,Dose 2,1,2.19818047809106e-05,53,0.00116503565338826,16 years and over
20210104,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,367,"",732,"",All vaccinations
20210104,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20210104,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210104,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210104,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1250,"",118598,"",All vaccinations
20210104,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,9,"",62,"",All vaccinations
20210104,S92000003,Total,"",Dose 1,1617,"",119330,"",All vaccinations
20210104,S92000003,Total,4439078,Dose 1,1617,0.036426483157088,119270,2.68681919984285,18 years and over
20210104,S92000003,Total,2875396,Dose 1,1421,0.0494192799878695,85984,2.9903359398149,40 years and over
20210104,S92000003,Total,4549217,Dose 1,1617,0.0355445783307325,119328,2.62304480089651,16 years and over
20210104,S92000003,Total,"",Dose 2,9,"",62,"",All vaccinations
20210104,S92000003,Total,4439078,Dose 2,9,0.000202744804213848,62,0.00139668642902873,18 years and over
20210104,S92000003,Total,2875396,Dose 2,5,0.000173889092145917,49,0.00170411310302998,40 years and over
20210104,S92000003,Total,4549217,Dose 2,9,0.000197836243028196,62,0.00136287189641646,16 years and over
20210105,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,44,"",776,"",All vaccinations
20210105,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1,"",1,"",All vaccinations
20210105,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210105,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210105,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,8599,"",127197,"",All vaccinations
20210105,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,927,"",989,"",All vaccinations
20210105,S92000003,Total,"",Dose 1,8643,"",127973,"",All vaccinations
20210105,S92000003,Total,4439078,Dose 1,8642,0.194680066446231,127912,2.88149926628908,18 years and over
20210105,S92000003,Total,2875396,Dose 1,6139,0.213501027336756,92123,3.20383696715165,40 years and over
20210105,S92000003,Total,4549217,Dose 1,8643,0.189988738721411,127971,2.81303353961792,16 years and over
20210105,S92000003,Total,"",Dose 2,928,"",990,"",All vaccinations
20210105,S92000003,Total,4439078,Dose 2,928,0.0209052420344946,990,0.0223019284635233,18 years and over
20210105,S92000003,Total,2875396,Dose 2,669,0.0232663605291236,718,0.0249704736321536,40 years and over
20210105,S92000003,Total,4549217,Dose 2,928,0.0203991148366851,990,0.0217619867331015,16 years and over
20210106,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,305,"",1081,"",All vaccinations
20210106,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",1,"",All vaccinations
20210106,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210106,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210106,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9648,"",136845,"",All vaccinations
20210106,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1031,"",2020,"",All vaccinations
20210106,S92000003,Total,"",Dose 1,9953,"",137926,"",All vaccinations
20210106,S92000003,Total,4439078,Dose 1,9947,0.224078063057238,137859,3.10557732934632,18 years and over
20210106,S92000003,Total,2875396,Dose 1,7337,0.255164853814918,99460,3.45900182096657,40 years and over
20210106,S92000003,Total,4549217,Dose 1,9953,0.218784902984404,137924,3.03181844260232,16 years and over
20210106,S92000003,Total,"",Dose 2,1031,"",2021,"",All vaccinations
20210106,S92000003,Total,4439078,Dose 2,1031,0.0232255436827197,2021,0.045527472146243,18 years and over
20210106,S92000003,Total,2875396,Dose 2,756,0.0262920307324626,1474,0.0512625043646162,40 years and over
20210106,S92000003,Total,4549217,Dose 2,1031,0.0226632407291189,2021,0.0444252274622204,16 years and over
20210107,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,1000,"",2081,"",All vaccinations
20210107,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",1,"",All vaccinations
20210107,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210107,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210107,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9958,"",146803,"",All vaccinations
20210107,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,330,"",2350,"",All vaccinations
20210107,S92000003,Total,"",Dose 1,10958,"",148884,"",All vaccinations
20210107,S92000003,Total,4439078,Dose 1,10948,0.246627790725912,148807,3.35220512007223,18 years and over
20210107,S92000003,Total,2875396,Dose 1,8247,0.286812668585475,107707,3.74581448955205,40 years and over
20210107,S92000003,Total,4549217,Dose 1,10958,0.240876616789219,148882,3.27269505939154,16 years and over
20210107,S92000003,Total,"",Dose 2,330,"",2351,"",All vaccinations
20210107,S92000003,Total,4439078,Dose 2,330,0.00743397615450776,2351,0.0529614483007507,18 years and over
20210107,S92000003,Total,2875396,Dose 2,233,0.00810323169399971,1707,0.0593657360586159,40 years and over
20210107,S92000003,Total,4549217,Dose 2,330,0.00725399557770051,2351,0.0516792230399209,16 years and over
20210108,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,1208,"",3289,"",All vaccinations
20210108,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1,"",2,"",All vaccinations
20210108,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210108,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210108,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,10332,"",157135,"",All vaccinations
20210108,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,393,"",2743,"",All vaccinations
20210108,S92000003,Total,"",Dose 1,11540,"",160424,"",All vaccinations
20210108,S92000003,Total,4439078,Dose 1,11523,0.25958093099513,160330,3.61178605106736,18 years and over
20210108,S92000003,Total,2875396,Dose 1,8585,0.298567571214539,116292,4.04438206076659,40 years and over
20210108,S92000003,Total,4549217,Dose 1,11540,0.253670027171709,160422,3.52636508656325,16 years and over
20210108,S92000003,Total,"",Dose 2,394,"",2745,"",All vaccinations
20210108,S92000003,Total,4439078,Dose 2,394,0.0088757169844729,2745,0.0618371652852236,18 years and over
20210108,S92000003,Total,2875396,Dose 2,269,0.00935523315745031,1976,0.0687209692160662,40 years and over
20210108,S92000003,Total,4549217,Dose 2,394,0.0086608310836788,2745,0.0603400541235997,16 years and over
20210109,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,1561,"",4850,"",All vaccinations
20210109,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",2,"",All vaccinations
20210109,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210109,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210109,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5017,"",162152,"",All vaccinations
20210109,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,233,"",2976,"",All vaccinations
20210109,S92000003,Total,"",Dose 1,6578,"",167002,"",All vaccinations
20210109,S92000003,Total,4439078,Dose 1,6573,0.148071288677514,166903,3.75985733974488,18 years and over
20210109,S92000003,Total,2875396,Dose 1,4842,0.168394196834106,121134,4.21277625760069,40 years and over
20210109,S92000003,Total,4549217,Dose 1,6578,0.14459631184883,167000,3.67096139841208,16 years and over
20210109,S92000003,Total,"",Dose 2,233,"",2978,"",All vaccinations
20210109,S92000003,Total,4439078,Dose 2,233,0.00524883770909184,2978,0.0670860029943155,18 years and over
20210109,S92000003,Total,2875396,Dose 2,144,0.0050080058538024,2120,0.0737289750698686,40 years and over
20210109,S92000003,Total,4549217,Dose 2,233,0.00512176051395218,2978,0.0654618146375519,16 years and over
20210110,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,304,"",5154,"",All vaccinations
20210110,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",2,"",All vaccinations
20210110,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210110,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210110,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2538,"",164690,"",All vaccinations
20210110,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,9,"",2985,"",All vaccinations
20210110,S92000003,Total,"",Dose 1,2842,"",169844,"",All vaccinations
